step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
416,CASH_OUT,220986.45,C1781410529,0.0,0.0,C1405105449,778620.39,999606.84,0,0
8,TRANSFER,1201899.26,C484034584,0.0,0.0,C1149788645,3055905.12,4257804.38,0,0
21,CASH_OUT,12144.21,C1225547653,9234.0,0.0,C877277085,1531156.68,1543300.89,0,0
139,PAYMENT,357.44,C1521504756,69680.0,69322.56,M593252513,0.0,0.0,0,0
250,PAYMENT,49164.01,C290075102,0.0,0.0,M610466422,0.0,0.0,0,0
235,PAYMENT,2461.11,C1889428612,0.0,0.0,M579841527,0.0,0.0,0,0
578,CASH_OUT,195562.98,C653654841,195562.98,0.0,C1065862739,1738048.97,1933611.96,1,0
667,TRANSFER,71554.74,C118393699,71554.74,0.0,C1077131612,0.0,0.0,1,0
163,CASH_OUT,122697.17,C1088432895,39631.0,0.0,C1296576980,717039.29,839736.46,0,0
231,CASH_OUT,502552.95,C1653316154,0.0,0.0,C1946982130,1705584.98,2208137.93,0,0
371,CASH_OUT,199816.59,C890107171,7818.0,0.0,C1376711265,298003.55,497820.15,0,0
204,PAYMENT,13433.42,C1202243268,0.0,0.0,M358707718,0.0,0.0,0,0
331,PAYMENT,6654.1,C486160548,0.0,0.0,M357315942,0.0,0.0,0,0
475,CASH_OUT,71511.19,C743231238,71511.19,0.0,C488128368,0.0,71511.19,1,0
19,CASH_OUT,67674.09,C2023090984,0.0,0.0,C970,441799.66,509473.75,0,0
400,CASH_OUT,76600.33,C877368549,150149.0,73548.67,C466017917,0.0,76600.33,0,0
640,CASH_OUT,1266752.6,C1349492818,1266752.6,0.0,C831536312,0.0,1266752.6,1,0
132,CASH_OUT,256613.4,C1146494357,0.0,0.0,C2063275841,3235939.34,3492552.74,0,0
381,CASH_IN,307016.69,C224761559,13731.14,320747.83,C796647152,3162986.16,2855969.48,0,0
548,CASH_OUT,377333.73,C1870415298,0.0,0.0,C459721690,951618.71,1328952.45,0,0
120,PAYMENT,5227.91,C128860496,15220.0,9992.09,M894295097,0.0,0.0,0,0
129,PAYMENT,41408.08,C1521825089,0.0,0.0,M1374606662,0.0,0.0,0,0
173,CASH_OUT,176273.29,C14325153,176273.29,0.0,C856044772,0.0,176273.29,1,0
230,CASH_OUT,292036.65,C384838427,1023.0,0.0,C613960529,430398.62,722435.27,0,0
241,CASH_OUT,86722.04,C728090708,9033.99,0.0,C383346173,4680481.11,4767203.15,0,0
324,PAYMENT,4765.42,C1808230787,0.0,0.0,M1728188088,0.0,0.0,0,0
373,CASH_OUT,59724.82,C937545676,47694.0,0.0,C844070366,999869.29,1059594.11,0,0
584,PAYMENT,3047.0,C596565649,61382.0,58335.0,M1134700821,0.0,0.0,0,0
640,PAYMENT,1680.03,C1694484859,0.0,0.0,M1055867558,0.0,0.0,0,0
451,PAYMENT,1616.58,C881565378,308834.0,307217.42,M1440182909,0.0,0.0,0,0
188,PAYMENT,7425.92,C151950051,31150.0,23724.08,M47283132,0.0,0.0,0,0
39,PAYMENT,3074.52,C935221941,185624.45,182549.93,M322716783,0.0,0.0,0,0
203,PAYMENT,5622.62,C66565820,0.0,0.0,M548553011,0.0,0.0,0,0
33,TRANSFER,1474956.55,C142392271,6142.0,0.0,C1028413297,0.0,1526596.57,0,0
302,TRANSFER,752960.5,C1712147595,89110.79,0.0,C245124394,1344730.84,2097691.34,0,0
276,CASH_IN,235270.14,C1530519298,10225.0,245495.14,C355759057,0.0,0.0,0,0
182,CASH_OUT,321402.54,C1076246603,49543.0,0.0,C240253497,0.0,321402.54,0,0
377,PAYMENT,20930.45,C1607079996,451840.21,430909.76,M271920889,0.0,0.0,0,0
187,CASH_OUT,74371.84,C1884888294,0.0,0.0,C349628597,144079.36,218451.2,0,0
225,PAYMENT,23157.24,C1329582599,28778.04,5620.81,M828552402,0.0,0.0,0,0
237,PAYMENT,18720.44,C15825113,200144.0,181423.56,M2095743526,0.0,0.0,0,0
303,CASH_OUT,159681.26,C1847144624,0.0,0.0,C1023222387,195971.91,355653.17,0,0
140,CASH_OUT,5167.1,C933803153,10172.0,5004.9,C507637291,101207.0,83385.83,0,0
420,CASH_IN,82962.63,C749768406,5592330.56,5675293.18,C761517516,2063694.92,1980732.3,0,0
401,CASH_IN,65816.37,C611262389,1357204.3,1423020.67,C1648058132,110375.86,44559.49,0,0
133,DEBIT,359.36,C340456575,91771.76,91412.4,C921684067,141726.65,142086.01,0,0
426,CASH_OUT,57724.16,C2072674903,0.0,0.0,C2003122560,372903.9,430628.06,0,0
302,CASH_OUT,129506.13,C1437673956,0.0,0.0,C574880902,1209439.64,1338945.77,0,0
322,CASH_IN,326049.33,C1033935597,49675.0,375724.33,C322887333,146495.86,0.0,0,0
164,PAYMENT,9665.38,C1386181908,61929.23,52263.85,M628632798,0.0,0.0,0,0
404,PAYMENT,30217.12,C53462102,11078.0,0.0,M669848362,0.0,0.0,0,0
129,PAYMENT,8007.25,C1417573718,0.0,0.0,M642149409,0.0,0.0,0,0
274,CASH_OUT,292756.93,C57217696,8522.0,0.0,C237034621,0.0,292756.93,0,0
346,PAYMENT,2712.41,C1510360018,21829.0,19116.59,M1654910751,0.0,0.0,0,0
45,PAYMENT,3409.73,C1451511791,0.0,0.0,M1995322510,0.0,0.0,0,0
503,CASH_OUT,380185.11,C963714109,3234.02,0.0,C164506514,416366.16,796551.27,0,0
116,TRANSFER,85408.24,C1773883691,85408.24,0.0,C1851184528,0.0,0.0,1,0
323,CASH_IN,156750.24,C64733839,10865.0,167615.24,C1014594309,4414680.92,4257930.68,0,0
254,CASH_OUT,67357.83,C1858023747,0.0,0.0,C1738653713,93974.82,161332.65,0,0
18,PAYMENT,7327.39,C959155124,0.0,0.0,M552300502,0.0,0.0,0,0
262,PAYMENT,10786.76,C648087727,1028.0,0.0,M1608624802,0.0,0.0,0,0
17,CASH_IN,50739.37,C1686359958,126.0,50865.37,C1078249857,603407.52,552668.15,0,0
303,TRANSFER,30663365.61,C1732779127,0.0,0.0,C1687607266,165024807.49,195688173.11,0,0
332,PAYMENT,64.63,C1250030729,21380.0,21315.37,M2054232476,0.0,0.0,0,0
647,CASH_OUT,61846.05,C1010063091,61846.05,0.0,C2139077916,2094201.81,2156047.86,1,0
378,PAYMENT,17520.04,C1726189042,32114.0,14593.96,M300729772,0.0,0.0,0,0
304,CASH_IN,168658.98,C883237774,10471529.97,10640188.95,C202061047,521862.86,353203.88,0,0
157,PAYMENT,1665.32,C108662822,28861.0,27195.68,M440640373,0.0,0.0,0,0
299,CASH_OUT,210830.61,C656077480,439.0,0.0,C750620224,3788508.23,3999338.84,0,0
180,TRANSFER,169509.98,C1764373454,21787.0,0.0,C92865140,796187.04,965697.02,0,0
299,TRANSFER,336560.33,C281553646,0.0,0.0,C97294451,627590.25,964150.57,0,0
9,PAYMENT,5731.12,C749714407,0.0,0.0,M549668158,0.0,0.0,0,0
416,CASH_OUT,10000000.0,C246726057,10000000.0,0.0,C1786144514,2423749.18,12423749.18,1,0
252,CASH_IN,203411.35,C986752303,37817.0,241228.35,C2049055718,0.0,0.0,0,0
345,PAYMENT,14232.51,C468871900,0.0,0.0,M69922022,0.0,0.0,0,0
611,CASH_OUT,40873.25,C1783886401,40873.25,0.0,C2011653330,905220.62,946093.88,1,0
522,CASH_OUT,145274.54,C857177992,111.0,0.0,C1352732695,0.0,145274.54,0,0
20,CASH_OUT,173187.66,C764828752,0.0,0.0,C1656263470,570837.73,744025.39,0,0
168,CASH_IN,20144.57,C1670015348,6559860.3,6580004.87,C1481410021,281248.01,261103.44,0,0
329,CASH_OUT,68689.1,C1406282368,0.0,0.0,C1949249201,188570.53,257259.63,0,0
134,CASH_OUT,59774.35,C2128569909,0.0,0.0,C1495570828,227278.63,287052.98,0,0
15,CASH_IN,89256.18,C1809493108,3853203.36,3942459.54,C491835973,132435.74,43179.56,0,0
397,CASH_OUT,68857.0,C1071110654,0.0,0.0,C1038351371,149706.98,218563.98,0,0
11,PAYMENT,9974.01,C1466528277,18819.0,8844.99,M1463128726,0.0,0.0,0,0
142,PAYMENT,3578.24,C69764614,13616.02,10037.78,M185915642,0.0,0.0,0,0
188,TRANSFER,538217.77,C795389045,926.0,0.0,C162897729,0.0,538217.77,0,0
158,CASH_OUT,199984.34,C421873737,58.0,0.0,C1672350933,197596.94,397581.28,0,0
209,PAYMENT,11243.34,C1722489333,0.0,0.0,M136564311,0.0,0.0,0,0
212,CASH_OUT,10000000.0,C1041060645,10000000.0,0.0,C1784785490,766422.52,10656162.27,1,0
14,CASH_OUT,133867.97,C1483221094,0.0,0.0,C627675433,11136093.66,11624367.0,0,0
567,PAYMENT,6932.01,C713300364,0.0,0.0,M2065497121,0.0,0.0,0,0
254,CASH_IN,507481.88,C2021127218,410233.0,917714.88,C672469379,0.0,0.0,0,0
334,PAYMENT,13470.88,C109195362,150917.0,137446.12,M1305955404,0.0,0.0,0,0
212,CASH_OUT,17971.49,C1790885097,452394.0,434422.51,C792154774,279694.98,297666.48,0,0
495,CASH_IN,37821.72,C49818191,784763.0,822584.72,C578747275,73888.26,36066.54,0,0
204,CASH_OUT,169891.79,C1429464645,3283.0,0.0,C903731451,1234343.73,1059982.4,0,0
312,CASH_IN,196956.75,C1809660137,9040229.16,9237185.9,C1240074677,308940.51,111983.76,0,0
281,CASH_OUT,6265.57,C2029810572,7209.0,943.43,C1577219913,688431.87,694697.44,0,0
205,CASH_IN,138503.76,C559437601,61579.0,200082.76,C1515543913,285106.49,146602.73,0,0
321,CASH_IN,355785.84,C2002942350,1456794.18,1812580.03,C1477026729,1160972.92,805187.07,0,0
534,TRANSFER,209340.53,C447114205,209340.53,0.0,C1658435419,0.0,0.0,1,0
399,PAYMENT,5176.48,C1065687695,156457.0,151280.52,M343484540,0.0,0.0,0,0
13,CASH_IN,93491.7,C755796556,94563.0,188054.7,C1545621104,158719.94,0.0,0,0
11,CASH_OUT,508189.21,C827647369,175856.0,0.0,C278130170,61630.51,512661.33,0,0
229,CASH_OUT,302966.69,C585452728,0.0,0.0,C1419141765,321950.08,624916.78,0,0
160,CASH_OUT,44010.58,C13703025,0.0,0.0,C481350372,9509370.72,9553381.3,0,0
297,PAYMENT,13636.79,C244298534,0.0,0.0,M1867910261,0.0,0.0,0,0
349,CASH_OUT,166552.93,C620184779,0.0,0.0,C191195325,963316.55,1129869.48,0,0
401,CASH_OUT,13736.27,C1242323151,0.0,0.0,C608852692,90215.03,103951.3,0,0
166,PAYMENT,8457.07,C1609946844,11059.28,2602.21,M725849416,0.0,0.0,0,0
231,PAYMENT,4734.68,C1242095819,531879.06,527144.38,M1363442084,0.0,0.0,0,0
352,CASH_IN,171462.71,C577733025,46930.0,218392.71,C1826668753,408950.12,237487.41,0,0
300,CASH_OUT,156632.58,C997924788,21663.0,0.0,C1160567987,0.0,156632.58,0,0
309,PAYMENT,9462.78,C662300367,61019.0,51556.22,M422649830,0.0,0.0,0,0
188,CASH_IN,106273.74,C1362399100,1614410.23,1720683.97,C548879473,957986.78,851713.04,0,0
139,PAYMENT,4220.09,C1506807593,321487.07,317266.98,M2024356878,0.0,0.0,0,0
203,CASH_OUT,221326.61,C223817579,0.0,0.0,C1615077529,498600.11,719926.73,0,0
326,CASH_OUT,218519.04,C791623489,171777.0,0.0,C1382001857,843835.09,1062354.14,0,0
130,CASH_IN,568233.54,C1210050155,30456.0,598689.54,C279784055,1054700.31,586281.06,0,0
283,CASH_OUT,16169.63,C1840293800,8111.0,0.0,C1541260313,445865.62,462035.25,0,0
396,PAYMENT,7582.49,C1506850261,0.0,0.0,M963548625,0.0,0.0,0,0
251,PAYMENT,2970.11,C486684167,0.0,0.0,M880224784,0.0,0.0,0,0
356,PAYMENT,311.44,C2066385593,0.0,0.0,M114855422,0.0,0.0,0,0
17,CASH_OUT,5416.26,C1944590857,42841.0,37424.74,C1687366310,13427.0,18843.26,0,0
255,CASH_IN,179794.33,C1946966334,15714.0,195508.33,C1723933266,52150.66,0.0,0,0
157,TRANSFER,564618.35,C306471277,34418.0,0.0,C2012825654,30749.0,595367.35,0,0
186,CASH_OUT,95069.21,C868746449,0.0,0.0,C970034329,425943.48,521012.69,0,0
687,CASH_OUT,96825.98,C1809887072,6284.0,0.0,C2000916671,324978.1,421804.08,0,0
188,CASH_IN,126899.12,C261024710,313797.0,440696.12,C221088979,378169.78,251270.66,0,0
371,PAYMENT,27492.9,C569400404,1329.0,0.0,M281247605,0.0,0.0,0,0
188,PAYMENT,5440.99,C1464598350,102637.0,97196.01,M1826576191,0.0,0.0,0,0
167,PAYMENT,6551.98,C914054605,463832.0,457280.02,M1381332699,0.0,0.0,0,0
347,CASH_OUT,304730.74,C1516416381,0.0,0.0,C1001000998,1271485.5,1576216.24,0,0
322,TRANSFER,2274766.1,C750509301,2274766.1,0.0,C881302071,0.0,0.0,1,0
15,CASH_OUT,144411.07,C1195483388,1962.16,0.0,C793850902,3670255.76,3814666.83,0,0
43,PAYMENT,20458.92,C381527580,34970.0,14511.08,M740253469,0.0,0.0,0,0
278,CASH_IN,121306.93,C805673791,13888152.8,14009459.72,C1639765601,443580.1,322273.17,0,0
205,PAYMENT,3763.92,C2102169446,319646.97,315883.05,M1272215451,0.0,0.0,0,0
16,PAYMENT,8673.1,C1318339227,0.0,0.0,M1126977544,0.0,0.0,0,0
299,PAYMENT,51589.99,C688094493,49544.0,0.0,M319859239,0.0,0.0,0,0
69,CASH_OUT,19776.71,C1994183389,19776.71,0.0,C366927459,1138941.53,1158718.24,1,0
139,CASH_OUT,168626.6,C5205863,0.0,0.0,C826624001,566343.38,734969.98,0,0
21,CASH_IN,6425.89,C1209583606,2429554.0,2435979.88,C1903902520,163123.79,156697.91,0,0
372,PAYMENT,11092.51,C1126065544,16661.0,5568.49,M462871303,0.0,0.0,0,0
301,TRANSFER,52561.65,C1215139721,4502.0,0.0,C1956423067,615488.65,668050.3,0,0
38,CASH_OUT,2824.31,C721994938,5654.0,2829.69,C1995703296,10943.8,13768.11,0,0
328,PAYMENT,20121.83,C595909178,11590.0,0.0,M1577410696,0.0,0.0,0,0
119,PAYMENT,3393.1,C1840479475,51531.0,48137.9,M1188360619,0.0,0.0,0,0
302,CASH_IN,218090.52,C729934188,3424714.95,3642805.47,C1858108162,1904819.19,1929138.23,0,0
180,CASH_OUT,239785.46,C1753994764,0.0,0.0,C1210795499,990965.58,1135371.23,0,0
215,CASH_OUT,332151.67,C172163835,332151.67,0.0,C758537342,0.0,332151.67,1,0
375,CASH_IN,221307.67,C1525580531,15904352.77,16125660.43,C755063622,223846.35,2538.69,0,0
253,CASH_OUT,167620.01,C675796355,91641.09,0.0,C1966575374,364056.29,531676.29,0,0
275,PAYMENT,13502.16,C173800016,21874.0,8371.84,M70193197,0.0,0.0,0,0
9,CASH_IN,106282.29,C100324249,1333539.19,1439821.48,C1721246982,12260629.85,13050393.37,0,0
18,CASH_OUT,45426.55,C413775158,15258.0,0.0,C1107351179,0.0,45426.55,0,0
10,CASH_OUT,154996.55,C216332461,0.0,0.0,C813515457,155643.5,310640.05,0,0
401,CASH_IN,46818.94,C1216412964,446233.4,493052.34,C1664066562,2931105.32,2884286.38,0,0
597,TRANSFER,430187.59,C1646168972,0.0,0.0,C1470273924,1838897.46,2269085.05,0,0
180,CASH_IN,267695.95,C953074699,2084235.24,2351931.19,C1268378585,584153.46,316457.52,0,0
299,CASH_OUT,237050.51,C1048110303,9645.0,0.0,C1464381557,0.0,237050.51,0,0
226,PAYMENT,33527.88,C1223873258,195401.0,161873.12,M31839948,0.0,0.0,0,0
41,CASH_OUT,233643.92,C65985422,11726.0,0.0,C811546779,0.0,233643.92,0,0
154,CASH_OUT,88126.55,C593603726,2270.0,0.0,C1523070835,237112.62,191519.83,0,0
130,CASH_OUT,105743.41,C643055021,0.0,0.0,C711489739,390477.59,496220.99,0,0
132,CASH_IN,51369.82,C1992219124,16182.0,67551.82,C933391722,0.0,0.0,0,0
188,PAYMENT,3732.2,C99562846,21293.0,17560.8,M1302901283,0.0,0.0,0,0
202,PAYMENT,18138.71,C1710124114,0.0,0.0,M273536957,0.0,0.0,0,0
302,PAYMENT,32633.32,C979376016,156315.0,123681.68,M558772119,0.0,0.0,0,0
37,CASH_IN,251782.58,C515557947,1425058.99,1676841.57,C1181594470,358129.91,106347.33,0,0
332,PAYMENT,17678.74,C303909630,0.0,0.0,M1540992892,0.0,0.0,0,0
177,DEBIT,14564.52,C580119268,202898.0,188333.48,C185436205,22155198.18,22169762.7,0,0
138,PAYMENT,18555.39,C233627246,52567.0,34011.61,M382161733,0.0,0.0,0,0
132,PAYMENT,2049.73,C1038461355,0.0,0.0,M865269445,0.0,0.0,0,0
210,PAYMENT,5657.41,C1731088567,103091.99,97434.58,M555497386,0.0,0.0,0,0
307,TRANSFER,315762.01,C1956502145,40587.0,0.0,C1289392772,1068458.06,1384220.06,0,0
259,CASH_OUT,167095.88,C96644265,18092.0,0.0,C928523070,143855.77,310951.65,0,0
275,CASH_OUT,66306.85,C676064239,100371.0,34064.15,C1699837083,0.0,66306.85,0,0
133,PAYMENT,44292.01,C727311402,4926.0,0.0,M1313981816,0.0,0.0,0,0
395,CASH_OUT,2406.95,C869239442,0.0,0.0,C1696635236,1443769.68,1446176.63,0,0
263,PAYMENT,3761.3,C1081417067,22319.0,18557.7,M1925633513,0.0,0.0,0,0
154,CASH_IN,322913.32,C307000715,19519155.78,19842069.1,C1325840638,1027216.86,789311.47,0,0
137,PAYMENT,7292.29,C655929600,0.0,0.0,M1837160734,0.0,0.0,0,0
137,CASH_IN,165790.71,C1952962474,64.0,165854.71,C1054281829,0.0,0.0,0,0
564,CASH_OUT,108815.42,C1697970157,24099.0,0.0,C1308942064,486594.34,595409.76,0,0
154,CASH_IN,428965.07,C867813141,16586195.44,17015160.51,C1240805805,1825096.97,1396131.9,0,0
306,CASH_OUT,55886.96,C2093596165,70825.0,14938.04,C237808570,7260519.59,7316406.54,0,0
349,CASH_IN,198021.82,C1416135313,21684.0,219705.82,C1417140134,0.0,0.0,0,0
298,CASH_IN,409113.06,C2112350577,802182.99,1211296.05,C1657622350,1218724.6,809611.54,0,0
166,PAYMENT,14181.91,C917947859,361789.8,347607.89,M106861061,0.0,0.0,0,0
133,CASH_OUT,13502.97,C1013108731,152887.8,139384.83,C1597189552,380444.86,393947.83,0,0
36,CASH_OUT,48175.25,C560869297,0.0,0.0,C1187170647,217264.0,0.0,0,0
356,CASH_IN,196625.46,C471428903,879716.89,1076342.35,C1478858331,2410296.05,2213670.59,0,0
287,PAYMENT,29290.71,C201447679,50138.0,20847.29,M1308764919,0.0,0.0,0,0
13,CASH_IN,42454.52,C385989962,7140.0,49594.52,C315237545,0.0,0.0,0,0
522,TRANSFER,4641564.82,C70908898,11682.0,0.0,C2119766157,0.0,4641564.82,0,0
303,CASH_IN,137070.41,C1565462520,8792.0,145862.41,C1873997006,151658.24,14587.82,0,0
131,CASH_OUT,115352.54,C871673498,31135.0,0.0,C349605189,0.0,115352.54,0,0
140,CASH_OUT,433129.88,C2098231183,0.0,0.0,C882931555,594786.06,1027915.94,0,0
138,CASH_OUT,18334.17,C850716488,14094.0,0.0,C574039452,0.0,18334.17,0,0
254,TRANSFER,30465.36,C2122181286,0.0,0.0,C1212340094,1250861.73,1281327.1,0,0
376,PAYMENT,12568.34,C602783381,0.0,0.0,M344718937,0.0,0.0,0,0
305,PAYMENT,12499.33,C480020091,0.0,0.0,M1558565369,0.0,0.0,0,0
43,CASH_OUT,56968.55,C406299297,45605.0,0.0,C21953988,67151.68,124120.23,0,0
375,CASH_OUT,162803.95,C914891154,0.0,0.0,C633468443,1679299.05,1842103.0,0,0
178,PAYMENT,5123.1,C1611243383,0.0,0.0,M1700804640,0.0,0.0,0,0
692,CASH_OUT,701697.49,C1124257950,701697.49,0.0,C1620887642,680160.57,1381858.06,1,0
259,PAYMENT,33024.39,C718314545,0.0,0.0,M1556229723,0.0,0.0,0,0
41,CASH_OUT,105841.14,C48453811,0.0,0.0,C1602806544,523530.49,629371.63,0,0
397,PAYMENT,21498.53,C1603901780,0.0,0.0,M1787131232,0.0,0.0,0,0
382,TRANSFER,1894345.86,C661371185,96617.76,0.0,C1196156932,14115456.38,16009802.24,0,0
203,CASH_OUT,67435.83,C33877569,0.0,0.0,C1107313627,211820.12,279255.96,0,0
300,CASH_IN,360165.95,C1218133077,53334.0,413499.95,C1442269166,0.0,0.0,0,0
212,PAYMENT,6774.24,C734393986,53475.0,46700.76,M1966099244,0.0,0.0,0,0
373,CASH_IN,92175.4,C1588558636,20252.0,112427.4,C1650572064,0.0,0.0,0,0
155,PAYMENT,86.15,C1475536017,0.0,0.0,M1203253010,0.0,0.0,0,0
258,PAYMENT,7212.64,C954031624,9101.27,1888.64,M1624318583,0.0,0.0,0,0
185,CASH_IN,165341.91,C1444102212,208573.0,373914.91,C610624840,0.0,0.0,0,0
403,CASH_IN,127533.79,C1314950418,5112071.93,5239605.72,C1567967121,135445.37,7911.58,0,0
154,CASH_OUT,3424092.39,C1408863129,3424092.39,0.0,C412806203,0.0,3424092.39,1,0
279,PAYMENT,3376.25,C888505818,6909.0,3532.75,M1555289553,0.0,0.0,0,0
275,PAYMENT,14348.07,C1115185071,352808.0,338459.93,M1367977473,0.0,0.0,0,0
306,PAYMENT,319.78,C1708251853,5849.0,5529.22,M92424316,0.0,0.0,0,0
276,PAYMENT,1102.9,C425029219,22521.0,21418.1,M1591026918,0.0,0.0,0,0
133,CASH_IN,517451.05,C2049476525,4118685.05,4636136.09,C176807616,3783963.58,3266512.53,0,0
157,CASH_OUT,16283.09,C155957415,46284.0,30000.91,C1104780579,9139.06,25422.15,0,0
10,CASH_IN,140861.23,C218507256,2135792.42,2276653.65,C2035145536,3969175.52,3828314.29,0,0
327,CASH_IN,167155.92,C150276093,308965.0,476120.92,C355370768,0.0,0.0,0,0
298,PAYMENT,25957.57,C1391601685,11222.0,0.0,M946287059,0.0,0.0,0,0
259,PAYMENT,371.58,C1054446991,7190.0,6818.42,M1211499242,0.0,0.0,0,0
377,TRANSFER,137713.38,C706310702,0.0,0.0,C715360757,804880.5,942593.88,0,0
202,PAYMENT,3916.78,C1626840899,0.0,0.0,M1933615030,0.0,0.0,0,0
372,CASH_OUT,64582.5,C985749557,10993.0,0.0,C1146797327,0.0,64582.5,0,0
234,TRANSFER,116820.6,C726135612,4022.0,0.0,C1675548365,184136.75,300957.34,0,0
296,TRANSFER,3080973.39,C1431002212,3080973.39,0.0,C278143037,0.0,0.0,1,0
308,PAYMENT,18998.5,C2045969175,0.0,0.0,M1123400455,0.0,0.0,0,0
232,CASH_IN,115889.38,C1033342638,695578.69,811468.07,C1056469571,726629.7,610740.33,0,0
329,CASH_OUT,13541.7,C912786168,0.0,0.0,C918408300,474205.93,487747.63,0,0
189,CASH_OUT,96437.31,C212484934,0.0,0.0,C1389038674,1392523.76,1488961.07,0,0
356,CASH_OUT,120995.57,C323753256,19805.0,0.0,C1417401880,91367.12,212362.69,0,0
205,PAYMENT,14431.89,C1088580006,0.0,0.0,M1309256167,0.0,0.0,0,0
214,PAYMENT,38523.12,C316555545,46303.91,7780.79,M297719359,0.0,0.0,0,0
184,CASH_OUT,190358.88,C344479378,81598.0,0.0,C1228992087,590935.08,781293.95,0,0
96,PAYMENT,7235.5,C127709410,260678.0,253442.5,M26186431,0.0,0.0,0,0
40,CASH_IN,330132.99,C61115903,162.0,330294.99,C96155238,0.0,0.0,0,0
139,CASH_IN,286349.97,C1856578775,1828660.05,2115010.01,C2034264988,3004898.73,2718548.77,0,0
589,PAYMENT,5537.15,C2019694192,0.0,0.0,M2052592609,0.0,0.0,0,0
656,PAYMENT,10718.79,C1991645891,0.0,0.0,M25646358,0.0,0.0,0,0
183,CASH_OUT,143117.95,C1763181537,0.0,0.0,C651552354,1057759.47,1200877.42,0,0
309,CASH_OUT,53077.71,C565797319,11127.0,0.0,C108055627,0.0,53077.71,0,0
212,PAYMENT,3836.09,C497109904,105081.0,101244.91,M986800627,0.0,0.0,0,0
230,TRANSFER,616475.31,C161222994,0.0,0.0,C1381196708,1608815.02,2225290.33,0,0
163,CASH_IN,129052.69,C1600299150,0.0,129052.69,C1298174318,139160.69,10108.0,0,0
11,PAYMENT,24533.22,C732863471,298454.16,273920.93,M994871496,0.0,0.0,0,0
143,PAYMENT,10871.19,C255944610,5516.0,0.0,M666401264,0.0,0.0,0,0
428,CASH_OUT,384988.8,C1547915189,0.0,0.0,C344184300,1338810.14,1723798.95,0,0
16,TRANSFER,1622717.7,C2086092234,596476.08,0.0,C824197891,4413235.07,6035952.77,0,0
348,PAYMENT,39717.42,C1428245385,21117.0,0.0,M461653040,0.0,0.0,0,0
34,TRANSFER,39625.12,C798733596,198.0,0.0,C1026031971,1135.53,40760.65,0,0
378,PAYMENT,6162.58,C883816928,0.0,0.0,M858903249,0.0,0.0,0,0
46,CASH_IN,37094.0,C44561295,2942772.32,2979866.33,C1706145077,743845.45,706751.45,0,0
42,CASH_IN,348305.7,C1269319852,1419047.91,1767353.61,C1862758893,386506.5,38200.8,0,0
329,CASH_OUT,298936.93,C511248681,0.0,0.0,C494562239,2434031.69,2732968.61,0,0
36,TRANSFER,824064.73,C57331353,0.0,0.0,C329206545,1469816.51,2293881.24,0,0
206,TRANSFER,592801.36,C1584140651,9798.0,0.0,C703614280,0.0,592801.36,0,0
234,CASH_OUT,25701.62,C457836577,253279.0,227577.38,C42680219,1330078.32,1355779.94,0,0
590,TRANSFER,2637965.47,C514242852,23326.0,0.0,C510871807,295170.97,2933136.44,0,0
227,PAYMENT,24337.85,C1184871212,228.0,0.0,M1395284962,0.0,0.0,0,0
349,CASH_OUT,64069.65,C1810566617,13219.84,0.0,C1581617477,107313.39,171383.04,0,0
329,PAYMENT,6862.23,C1973246328,1003.0,0.0,M1900209598,0.0,0.0,0,0
610,PAYMENT,7745.27,C244571049,131667.19,123921.92,M1130338778,0.0,0.0,0,0
20,CASH_IN,245410.4,C895931208,7518937.49,7764347.89,C1426908073,1493780.18,1248369.78,0,0
700,CASH_OUT,113447.92,C311401803,113447.92,0.0,C1675116144,4125541.75,4238989.66,1,0
277,CASH_OUT,7462.8,C633206747,0.0,0.0,C516460197,404374.14,411836.94,0,0
673,PAYMENT,1290.08,C1482327558,16442.0,15151.92,M733547952,0.0,0.0,0,0
254,PAYMENT,20711.86,C77680454,0.0,0.0,M1650612764,0.0,0.0,0,0
686,CASH_IN,188895.91,C1236277288,70016.0,258911.91,C1368015292,0.0,0.0,0,0
276,PAYMENT,7042.63,C605111225,210809.92,203767.29,M1637221116,0.0,0.0,0,0
40,PAYMENT,36780.1,C2057478366,11623.0,0.0,M1859148237,0.0,0.0,0,0
229,CASH_IN,353727.41,C1940744783,773290.0,1127017.41,C1082252805,0.0,0.0,0,0
206,CASH_OUT,248455.93,C1857682680,10098.0,0.0,C68768259,1176293.54,1424749.47,0,0
33,TRANSFER,214975.9,C304547800,214975.9,0.0,C155793474,0.0,0.0,1,0
212,CASH_OUT,94693.13,C1091650590,0.0,0.0,C2125721174,508259.37,602952.5,0,0
34,CASH_OUT,94781.43,C1690962388,427140.0,332358.57,C1143329404,0.0,264983.21,0,0
135,CASH_IN,117654.61,C1310082554,8509.0,126163.61,C431261336,0.0,0.0,0,0
284,CASH_IN,93412.35,C897799590,198605.0,292017.35,C1570140894,448693.6,355281.24,0,0
257,CASH_OUT,40501.91,C1168842835,2283.0,0.0,C756480079,0.0,40501.91,0,0
280,CASH_OUT,181600.38,C874958658,10380.0,0.0,C1177673835,2344096.89,2525697.27,0,0
347,CASH_OUT,159961.45,C1064422209,11065.0,0.0,C1312580746,251049.01,411010.45,0,0
